,noise_avg,context,trial,noise,ignore,single,optimal
0,0,-0.5,0,-0.0,0.10052719154610551,0.10052719154610551,0.10052719154610551
1,0,-0.1,1,-0.0,0.39215181336301796,0.066888309972252,0.12436061606235471
2,0,0.1,2,-0.0,0.6078481866369819,0.14692208625455863,0.2786398903576349
3,0,0.1,3,-0.0,0.6078481866369819,0.14692208625455863,0.42503303378244295
4,0,-0.7,4,-0.0,0.044449546858264494,0.005142002709015806,0.03526414535679283
5,0,-0.5,5,-0.0,0.10052719154610551,0.012265722271562569,0.016170757682697632
6,0,0.3,6,-0.0,0.7883199905594674,0.2926814662494491,0.32163645635127897
7,0,-0.1,7,-0.0,0.39215181336301796,0.066888309972252,0.26398883258243283
8,0,-0.1,8,-0.0,0.39215181336301796,0.066888309972252,0.22568597728721
9,0,0.5,9,0.0,0.8994728084538944,0.498539002263731,0.7772374446809925
10,0,-0.1,10,-0.0,0.39215181336301796,0.066888309972252,0.6259969811139378
11,0,-0.1,11,-0.0,0.39215181336301796,0.066888309972252,0.49262887716208975
12,0,0.1,12,0.0,0.6078481866369819,0.14692208625455863,0.6022113015646735
13,0,0.3,13,0.0,0.7883199905594674,0.2926814662494491,0.8381962474465985
14,0,0.1,14,0.0,0.6078481866369819,0.14692208625455863,0.8388552451797361
15,0,-0.5,15,0.0,0.10052719154610551,0.012265722271562569,0.27349991964885884
16,0,-0.7,16,0.0,0.044449546858264494,0.005142002709015806,0.02130610866260687
17,0,-0.3,17,-0.0,0.2116800094405325,0.028971227448835426,0.03437170762660265
18,0,-0.1,18,-0.0,0.39215181336301796,0.066888309972252,0.08615239342682096
19,0,-0.5,19,-0.0,0.10052719154610551,0.012265722271562569,0.02221183567369507
20,0,-0.3,20,-0.0,0.2116800094405325,0.028971227448835426,0.03460454845413471
21,0,-0.1,21,-0.0,0.39215181336301796,0.066888309972252,0.08628423499355221
22,0,-0.7,22,0.0,0.044449546858264494,0.005142002709015806,0.009373334151053134
23,0,-0.7,23,0.0,0.044449546858264494,0.005142002709015806,0.005571619280368481
24,0,-0.7,24,-0.0,0.044449546858264494,0.005142002709015806,0.005396549356775894
25,0,0.1,25,0.0,0.6078481866369819,0.14692208625455863,0.15292086708718255
26,0,-0.5,26,0.0,0.10052719154610551,0.012265722271562569,0.03096385485296771
27,0,-0.7,27,0.0,0.044449546858264494,0.005142002709015806,0.006587725991285246
28,0,0.5,28,0.0,0.8994728084538944,0.498539002263731,0.5128444161492317
29,0,-0.5,29,-0.0,0.10052719154610551,0.012265722271562569,0.10430574773991332
30,0,-0.5,30,0.0,0.10052719154610551,0.012265722271562569,0.02449317550585447
31,0,-0.7,31,-0.0,0.044449546858264494,0.005142002709015806,0.0062792345757952915
32,0,0.1,32,-0.0,0.6078481866369819,0.14692208625455863,0.1538994931458929
33,0,0.7,33,-0.0,0.9555504531417355,0.7048930425445474,0.8606086352079634
34,0,0.3,34,-0.0,0.7883199905594674,0.9710287725511645,0.9328087552000274
35,0,-0.1,35,-0.0,0.39215181336301796,0.8530779137454413,0.7802609619081586
36,0,0.7,36,0.0,0.9555504531417355,0.9948579972909842,0.982593782737422
37,0,0.3,37,0.0,0.7883199905594674,0.9710287725511645,0.9666277857983203
38,0,0.5,38,0.0,0.8994728084538944,0.9877342777284374,0.9840443467839368
39,0,-0.1,39,0.0,0.39215181336301796,0.8530779137454413,0.8354192737235752
40,0,0.1,40,0.0,0.6078481866369819,0.933111690027748,0.8371552086840117
41,0,0.5,41,0.0,0.8994728084538944,0.9877342777284374,0.9676461964262276
42,0,0.5,42,0.0,0.8994728084538944,0.9877342777284374,0.9841598661051251
43,0,0.1,43,-0.0,0.6078481866369819,0.933111690027748,0.9242825243475623
44,0,0.5,44,-0.0,0.8994728084538944,0.9877342777284374,0.9790684535947504
45,0,-0.1,45,-0.0,0.39215181336301796,0.8530779137454413,0.8299599521781961
46,0,0.1,46,0.0,0.6078481866369819,0.933111690027748,0.8338045360349147
47,0,0.1,47,0.0,0.6078481866369819,0.933111690027748,0.8361653383820876
48,0,0.1,48,-0.0,0.6078481866369819,0.933111690027748,0.837612229107315
49,0,-0.5,49,0.0,0.10052719154610551,0.501460997736269,0.2723836572227767
50,0,-0.1,50,0.0,0.39215181336301796,0.8530779137454413,0.23117585216589034
51,0,0.3,51,0.0,0.7883199905594674,0.9710287725511645,0.5974241645494306
52,0,-0.1,52,0.0,0.39215181336301796,0.8530779137454413,0.46905054822583925
53,0,0.5,53,0.0,0.8994728084538944,0.9877342777284374,0.8901487350486846
54,0,-0.1,54,0.0,0.39215181336301796,0.8530779137454413,0.736054574341491
55,0,-0.1,55,0.0,0.39215181336301796,0.8530779137454413,0.5881790482131235
56,0,-0.1,56,0.0,0.39215181336301796,0.8530779137454413,0.461524161311377
57,0,-0.1,57,-0.0,0.39215181336301796,0.8530779137454413,0.36318781102346454
58,0,-0.5,58,0.0,0.10052719154610551,0.501460997736269,0.06683342243060773
59,0,0.3,59,-0.0,0.7883199905594674,0.9710287725511645,0.40303446550139177
60,0,0.1,60,-0.0,0.6078481866369819,0.933111690027748,0.5313239907854462
61,0,0.7,61,-0.0,0.9555504531417355,0.9948579972909842,0.9596219708159994
62,0,0.3,62,0.0,0.7883199905594674,0.9710287725511645,0.9606676506724312
63,0,0.3,63,-0.0,0.7883199905594674,0.9710287725511645,0.9609428082478362
64,0,0.5,64,-0.0,0.8994728084538944,0.9877342777284374,0.9833960171712454
65,0,-0.1,65,-0.0,0.39215181336301796,0.8530779137454413,0.8347066811684041
66,0,0.3,66,-0.0,0.7883199905594674,0.9710287725511645,0.924879098090049
67,0,0.5,67,-0.0,0.8994728084538944,0.9877342777284374,0.9791409800102888
68,0,-0.1,68,-0.0,0.39215181336301796,0.8530779137454413,0.83003936349919
69,0,0.1,69,0.0,0.6078481866369819,0.933111690027748,0.8338533561769914
70,0,-0.1,70,-0.0,0.39215181336301796,0.8530779137454413,0.6799702234683112
71,0,0.7,71,-0.0,0.9555504531417355,0.9948579972909842,0.9749276322448117
72,0,-0.1,72,-0.0,0.39215181336301796,0.8530779137454413,0.8254339293019616
73,0,0.5,73,-0.0,0.8994728084538944,0.9877342777284374,0.9659724302019433
74,0,-0.1,74,-0.0,0.39215181336301796,0.8530779137454413,0.8156983829436537
75,0,-0.1,75,0.0,0.39215181336301796,0.8530779137454413,0.6624048522002813
76,0,0.5,76,0.0,0.8994728084538944,0.9877342777284374,0.9383859184201502
77,0,0.5,77,0.0,0.8994728084538944,0.9877342777284374,0.9807640536319788
78,0,0.3,78,-0.0,0.7883199905594674,0.9710287725511645,0.9661594695471327
79,0,0.3,79,-0.0,0.7883199905594674,0.9710287725511645,0.9623818167206426
80,0,0.5,80,-0.0,0.8994728084538944,0.9877342777284374,0.9835606852660664
81,0,0.1,81,-0.0,0.6078481866369819,0.933111690027748,0.923946921855077
82,0,-0.3,82,-0.0,0.2116800094405325,0.7073185337505509,0.5834967756904298
83,0,-0.1,83,0.0,0.39215181336301796,0.8530779137454413,0.4577312200181739
84,0,-0.3,84,0.0,0.2116800094405325,0.7073185337505509,0.18995613488644397
85,0,0.3,85,0.0,0.7883199905594674,0.9710287725511645,0.5564256861423739
86,0,-0.1,86,-0.0,0.39215181336301796,0.8530779137454413,0.43604698569969
87,0,0.5,87,-0.0,0.8994728084538944,0.9877342777284374,0.8793206031012908
88,0,0.1,88,-0.0,0.6078481866369819,0.933111690027748,0.8636938924676991
89,0,-0.1,89,0.0,0.39215181336301796,0.8530779137454413,0.7093885214456483
90,0,0.3,90,-0.0,0.7883199905594674,0.9710287725511645,0.8820280122107448
91,0,0.3,91,0.0,0.7883199905594674,0.9710287725511645,0.9391544287713436
92,0,0.3,92,-0.0,0.7883199905594674,0.9710287725511645,0.9552057968556219
93,0,0.1,93,-0.0,0.6078481866369819,0.933111690027748,0.907928136589089
