,noise_avg,context,trial,noise,ignore,single,optimal
0,0.1,-0.5,0,0.11984836692905587,0.14061488902584965,0.15804304736255692,0.17716732183904674
1,0.1,-0.1,1,0.04346229673936578,0.4320012482152263,0.0707725191026303,0.17688454581086652
2,0.1,0.1,2,-0.15211360160833473,0.7336869152039349,0.2043351371658043,0.18218243373388585
3,0.1,0.1,3,-0.006878882011085094,0.6169509078113898,0.14658697913643207,0.33325408995254824
4,0.1,-0.7,4,-0.06310809594904936,0.04482739629179507,0.006640068969405395,0.025342510306876485
5,0.1,-0.5,5,-0.04647581401607351,0.0863380260089908,0.012981390010636784,0.02030450548972999
6,0.1,0.3,6,-0.016340155762503247,0.7732787402314069,0.3007320384126917,0.3506235584267044
7,0.1,-0.1,7,0.08002442816860178,0.3005544552445042,0.0830117043885969,0.3573501993541952
8,0.1,-0.1,8,0.012892768102979428,0.39434169962199567,0.06864962886057532,0.2870194065795804
9,0.1,0.5,9,0.034637499645900204,0.8754210880937369,0.4975989298088382,0.8172720810614534
10,0.1,-0.1,10,-0.20569512816905033,0.10445356693860355,0.14501675070207679,0.42161486592999464
11,0.1,-0.1,11,0.08453097281421279,0.41499438827701546,0.06364757275880976,0.39785201044495183
12,0.1,0.1,12,-0.09154189621622015,0.6560844807625963,0.12865402547839935,0.5527401668538877
13,0.1,0.3,13,0.09139744908201403,0.7404224114872392,0.38175742069811097,0.7713459744339882
14,0.1,0.1,14,-0.03955737677133617,0.5720630380791628,0.1513227044401902,0.7523875092543586
15,0.1,-0.5,15,-0.11386423363315011,0.06974674177005685,0.010989346269622263,0.19579939497406562
16,0.1,-0.7,16,0.14262367544501425,0.3339687953401037,0.004931635059302269,0.014308137774684097
17,0.1,-0.3,17,-0.04672228707114101,0.15989589394665515,0.0315317263325662,0.028084492320050534
18,0.1,-0.1,18,0.013751082198612687,0.3917894936527276,0.06597853090204281,0.0773660263026739
19,0.1,-0.5,19,-0.006059963454354448,0.09951092210357995,0.0137498915492389,0.02118353754772975
20,0.1,-0.3,20,-0.045561279549074,0.24203536084249136,0.03302163158791554,0.031540541173179705
