,noise_avg,context,trial,noise,ignore,single,optimal
0,0.1,-0.5,0,0.1640031670970969,0.019027254895032056,0.16190797362509038,0.102721406959438
1,0.1,-0.1,1,-0.042338543815080315,0.3967320174397191,0.07387941168074198,0.1285256413590817
2,0.1,0.1,2,0.09537257290287784,0.7336730319148415,0.13015617737235963,0.2824994615930948
3,0.1,0.1,3,-0.04478122329344915,0.6347866382525108,0.1260215334439752,0.4090103034579172
4,0.1,-0.7,4,0.06794773987670706,0.02859055616417029,0.001569047455026462,0.04355654158862249
5,0.1,-0.5,5,-0.07861834139318058,0.09071860291054007,0.0014276030270252609,0.014786696869438933
6,0.1,0.3,6,-0.20799277896300228,0.8862915058221221,0.9990981209237151,0.41137155980210693
7,0.1,-0.1,7,0.16015908155369696,0.20595063104916178,0.8871255495576309,0.2824550530252635
8,0.1,-0.1,8,0.06018699817137943,0.37988641635903886,0.8126870667245858,0.23560868976022684
9,0.1,0.5,9,-0.14207682263831617,0.9954848033064851,0.9999860413853238,0.9985992320493741
10,0.1,-0.1,10,-0.05965129496929753,0.3841730221838247,0.8119875793105179,0.84223132262734
11,0.1,-0.1,11,-0.21787569539304397,0.4237714666905666,0.20302532961521166,0.6763434560678466
12,0.1,0.1,12,-0.035238250277838994,0.6111926554019669,0.1474488166087591,0.7566385831778395
13,0.1,0.3,13,-0.018022470499633774,0.7737153009120917,0.30597510521337185,0.8935027715483358
14,0.1,0.1,14,0.2183438456964284,0.5920351666194105,0.1422774658325359,0.8735962626841303
15,0.1,-0.5,15,-0.01561759492152503,0.10081107923101655,0.011513244730439735,0.289137100113176
16,0.1,-0.7,16,0.1221939867686043,3.616200271589553e-05,0.0006135750831418219,0.017819120548489366
17,0.1,-0.3,17,-0.12433416678546101,0.27833319855602534,0.020945300199882645,0.040721338092239164
18,0.1,-0.1,18,0.12669277560692022,0.400276186132931,0.051555676669625225,0.10606573874749313
19,0.1,-0.5,19,-0.21213631287720414,0.1032868411323086,0.00014406499760431234,0.05842212470319517
